customer_id,name,email,tenure_months,monthly_charge_usd,total_charges_usd,num_complaints_90d,late_payments_12m,support_calls_30d,avg_data_usage_gb,num_services,discount_pct_active,contract_type,payment_method,has_competitor_offer,plan_type,current_debt_usd,preferred_channel,last_complaint_text,churn
440,Cliente 440,user440@demo.com,29,60.63,1688.88,0,1,0,24.6,3,0,two_year,bank_transfer,1,standard,0.0,whatsapp,sin quejas registradas,0
441,Cliente 441,user441@demo.com,70,69.34,4545.42,0,1,1,19.9,1,0,month_to_month,cash,1,standard,0.0,phone,sin quejas registradas,0
442,Cliente 442,user442@demo.com,22,54.81,1224.32,0,1,1,13.3,1,10,month_to_month,electronic_check,0,standard,0.0,email,sin quejas registradas,0
443,Cliente 443,user443@demo.com,10,66.29,683.99,1,2,2,15.6,2,0,one_year,cash,1,standard,0.0,whatsapp,Cobro duplicado en factura,1
444,Cliente 444,user444@demo.com,35,45.79,1661.02,0,3,0,26.1,4,5,month_to_month,electronic_check,1,standard,77.78,chat,sin quejas registradas,0
445,Cliente 445,user445@demo.com,37,104.05,3706.86,0,2,0,31.7,1,0,month_to_month,credit_card,0,premium,0.0,email,sin quejas registradas,0
446,Cliente 446,user446@demo.com,48,20.51,923.87,1,1,1,28.2,5,20,month_to_month,cash,0,basic,0.0,phone,Cobro duplicado en factura,0
447,Cliente 447,user447@demo.com,23,82.74,1885.98,0,0,1,3.7,5,15,month_to_month,bank_transfer,0,premium,0.0,chat,sin quejas registradas,1
448,Cliente 448,user448@demo.com,68,85.09,5888.33,0,1,1,1.6,1,15,month_to_month,electronic_check,0,premium,0.0,chat,sin quejas registradas,1
449,Cliente 449,user449@demo.com,37,36.25,1291.08,0,0,0,9.8,1,0,one_year,electronic_check,0,basic,0.0,email,sin quejas registradas,0
450,Cliente 450,user450@demo.com,21,104.04,2162.98,0,0,0,1.6,5,0,month_to_month,electronic_check,0,premium,0.0,email,sin quejas registradas,0
451,Cliente 451,user451@demo.com,69,76.9,5305.81,0,0,0,52.0,1,5,month_to_month,cash,0,standard,0.0,phone,sin quejas registradas,0
452,Cliente 452,user452@demo.com,66,76.37,4966.22,0,2,0,15.2,1,0,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
453,Cliente 453,user453@demo.com,36,55.62,2000.77,0,6,0,5.7,1,15,two_year,credit_card,0,standard,58.23,chat,sin quejas registradas,0
454,Cliente 454,user454@demo.com,2,50.22,89.57,1,1,1,15.1,4,10,two_year,electronic_check,0,standard,0.0,whatsapp,Internet inestable en horas pico,0
455,Cliente 455,user455@demo.com,43,50.39,2057.73,0,4,0,2.8,1,0,one_year,credit_card,0,standard,71.68,chat,sin quejas registradas,0
456,Cliente 456,user456@demo.com,40,63.59,2461.32,0,1,0,5.8,1,0,month_to_month,credit_card,0,standard,0.0,whatsapp,sin quejas registradas,1
457,Cliente 457,user457@demo.com,11,85.83,802.98,0,5,0,14.2,2,0,month_to_month,electronic_check,0,premium,169.27,phone,sin quejas registradas,1
458,Cliente 458,user458@demo.com,46,58.99,2771.05,0,1,1,12.3,4,5,month_to_month,credit_card,0,standard,0.0,phone,sin quejas registradas,0
459,Cliente 459,user459@demo.com,60,34.95,2038.29,2,1,0,14.1,5,0,one_year,credit_card,0,basic,0.0,chat,Cobro duplicado en factura,0
460,Cliente 460,user460@demo.com,8,73.14,512.46,1,1,0,26.7,2,0,month_to_month,credit_card,0,standard,0.0,whatsapp,Demoras al contestar en el call center,0
461,Cliente 461,user461@demo.com,52,75.27,3965.98,0,0,2,37.4,2,0,one_year,credit_card,0,standard,0.0,whatsapp,sin quejas registradas,0
462,Cliente 462,user462@demo.com,10,69.4,689.43,0,2,1,20.9,3,0,month_to_month,credit_card,0,standard,0.0,phone,sin quejas registradas,0
463,Cliente 463,user463@demo.com,54,71.4,3862.0,0,1,1,38.8,3,10,two_year,bank_transfer,1,standard,0.0,phone,sin quejas registradas,0
464,Cliente 464,user464@demo.com,30,49.04,1365.87,0,0,1,12.6,4,20,month_to_month,credit_card,0,standard,0.0,email,sin quejas registradas,0
465,Cliente 465,user465@demo.com,1,34.56,35.28,1,0,0,42.5,2,20,month_to_month,credit_card,0,basic,0.0,chat,Internet inestable en horas pico,1
466,Cliente 466,user466@demo.com,69,35.9,2310.65,1,2,0,21.1,4,20,month_to_month,electronic_check,0,basic,0.0,whatsapp,Cargo por servicio que no solicite,0
467,Cliente 467,user467@demo.com,12,19.02,220.05,1,4,0,35.2,5,10,one_year,electronic_check,0,basic,40.58,chat,Demoras al contestar en el call center,0
468,Cliente 468,user468@demo.com,43,60.21,2201.01,1,0,0,12.8,4,15,two_year,bank_transfer,0,standard,0.0,email,Cobro duplicado en factura,0
469,Cliente 469,user469@demo.com,13,53.16,676.55,0,0,0,20.4,4,0,month_to_month,bank_transfer,0,standard,0.0,chat,sin quejas registradas,0
470,Cliente 470,user470@demo.com,67,45.32,3017.11,0,2,2,70.5,1,0,two_year,electronic_check,1,standard,0.0,whatsapp,sin quejas registradas,0
471,Cliente 471,user471@demo.com,53,15.0,765.92,1,2,0,20.3,5,10,month_to_month,credit_card,0,basic,0.0,phone,Velocidad menor a la contratada,0
472,Cliente 472,user472@demo.com,58,27.56,1517.46,0,0,1,37.2,4,20,month_to_month,credit_card,0,basic,0.0,phone,sin quejas registradas,0
473,Cliente 473,user473@demo.com,31,79.66,2499.06,1,0,0,40.4,4,20,month_to_month,credit_card,1,standard,0.0,chat,Cobro duplicado en factura,1
474,Cliente 474,user474@demo.com,34,40.38,1354.08,1,2,1,29.8,1,10,month_to_month,electronic_check,1,standard,0.0,chat,Cargo por servicio que no solicite,1
475,Cliente 475,user475@demo.com,46,62.93,2621.56,0,0,0,33.6,3,0,two_year,cash,0,standard,0.0,chat,sin quejas registradas,0
476,Cliente 476,user476@demo.com,56,24.4,1423.54,0,1,1,12.8,4,20,month_to_month,electronic_check,0,basic,0.0,whatsapp,sin quejas registradas,0
477,Cliente 477,user477@demo.com,61,86.65,5240.48,0,1,0,9.5,4,0,month_to_month,cash,0,premium,0.0,chat,sin quejas registradas,0
478,Cliente 478,user478@demo.com,2,51.83,108.59,0,3,2,7.8,1,0,month_to_month,electronic_check,1,standard,55.82,whatsapp,sin quejas registradas,1
479,Cliente 479,user479@demo.com,48,61.38,3076.62,0,1,1,25.8,1,15,one_year,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
480,Cliente 480,user480@demo.com,8,106.17,878.05,0,1,0,19.9,3,0,two_year,electronic_check,0,premium,0.0,whatsapp,sin quejas registradas,0
481,Cliente 481,user481@demo.com,21,88.36,1857.55,2,1,0,24.5,4,0,two_year,electronic_check,0,premium,0.0,email,Velocidad menor a la contratada,0
482,Cliente 482,user482@demo.com,59,48.26,2767.29,0,3,0,6.6,2,10,month_to_month,cash,0,standard,51.72,whatsapp,sin quejas registradas,0
483,Cliente 483,user483@demo.com,18,41.95,667.84,0,0,0,10.9,4,20,month_to_month,credit_card,1,standard,0.0,phone,sin quejas registradas,1
484,Cliente 484,user484@demo.com,57,47.84,2614.18,1,1,1,36.4,5,20,month_to_month,electronic_check,0,standard,0.0,whatsapp,Velocidad menor a la contratada,0
485,Cliente 485,user485@demo.com,33,66.22,2191.98,0,0,1,22.3,5,0,two_year,cash,0,standard,0.0,phone,sin quejas registradas,0
486,Cliente 486,user486@demo.com,17,52.69,854.68,0,2,1,21.3,4,0,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
487,Cliente 487,user487@demo.com,24,46.3,1137.48,2,3,0,16.2,4,15,two_year,electronic_check,1,standard,66.6,whatsapp,Cargo por servicio que no solicite,1
488,Cliente 488,user488@demo.com,38,87.28,2891.88,1,1,2,10.0,1,0,two_year,electronic_check,0,premium,0.0,phone,Cargo por servicio que no solicite,0
489,Cliente 489,user489@demo.com,55,52.49,2673.86,0,0,0,43.4,1,0,one_year,credit_card,1,standard,0.0,chat,sin quejas registradas,0
490,Cliente 490,user490@demo.com,44,105.59,4419.2,1,1,1,48.4,4,10,one_year,cash,0,premium,0.0,chat,Velocidad menor a la contratada,0
491,Cliente 491,user491@demo.com,67,57.0,3576.36,0,0,0,20.5,5,10,month_to_month,electronic_check,0,standard,0.0,email,sin quejas registradas,0
492,Cliente 492,user492@demo.com,62,94.28,5095.5,2,0,1,17.5,1,20,month_to_month,bank_transfer,0,premium,0.0,whatsapp,Internet inestable en horas pico,1
493,Cliente 493,user493@demo.com,54,62.86,2989.5,0,2,0,50.8,3,5,month_to_month,electronic_check,0,standard,0.0,whatsapp,sin quejas registradas,0
494,Cliente 494,user494@demo.com,43,76.19,3333.58,1,1,2,11.1,2,15,month_to_month,electronic_check,0,standard,0.0,chat,Internet inestable en horas pico,0
495,Cliente 495,user495@demo.com,21,39.06,776.69,2,2,0,13.5,1,5,one_year,bank_transfer,0,basic,0.0,phone,Cobro duplicado en factura,0
496,Cliente 496,user496@demo.com,30,36.22,934.2,0,0,0,35.3,2,20,month_to_month,bank_transfer,0,basic,0.0,chat,sin quejas registradas,0
497,Cliente 497,user497@demo.com,9,65.11,500.02,2,1,1,13.3,3,5,two_year,credit_card,0,standard,0.0,chat,Cargo por servicio que no solicite,0
498,Cliente 498,user498@demo.com,27,76.75,1957.64,0,1,0,19.6,4,10,two_year,electronic_check,1,standard,0.0,whatsapp,sin quejas registradas,1
499,Cliente 499,user499@demo.com,66,55.89,3256.7,1,1,0,2.1,5,20,month_to_month,electronic_check,0,standard,0.0,chat,Velocidad menor a la contratada,0
500,Cliente 500,user500@demo.com,31,26.7,820.27,0,1,1,49.2,5,20,month_to_month,bank_transfer,1,basic,0.0,chat,sin quejas registradas,0
501,Cliente 501,user501@demo.com,9,25.07,227.68,2,2,1,33.2,1,0,month_to_month,credit_card,1,basic,0.0,chat,Internet inestable en horas pico,1
502,Cliente 502,user502@demo.com,47,23.6,993.47,0,1,0,41.4,5,5,month_to_month,credit_card,0,basic,0.0,chat,sin quejas registradas,0
503,Cliente 503,user503@demo.com,69,16.11,1076.5,0,1,0,8.8,3,10,one_year,electronic_check,0,basic,0.0,chat,sin quejas registradas,0
504,Cliente 504,user504@demo.com,62,57.41,3135.45,1,3,0,56.5,1,0,one_year,bank_transfer,0,standard,73.75,chat,Internet inestable en horas pico,0
505,Cliente 505,user505@demo.com,20,79.75,1452.59,0,1,0,18.2,4,0,one_year,electronic_check,1,standard,0.0,email,sin quejas registradas,0
506,Cliente 506,user506@demo.com,33,54.7,1855.21,1,0,0,43.9,1,10,month_to_month,credit_card,0,standard,0.0,whatsapp,Demoras al contestar en el call center,0
507,Cliente 507,user507@demo.com,38,15.0,546.53,1,0,0,25.3,3,0,two_year,credit_card,0,basic,0.0,chat,Velocidad menor a la contratada,0
508,Cliente 508,user508@demo.com,18,50.8,939.25,1,3,0,34.3,5,10,one_year,electronic_check,0,standard,59.89,whatsapp,Demoras al contestar en el call center,0
509,Cliente 509,user509@demo.com,20,51.42,920.47,0,0,0,26.8,5,5,two_year,credit_card,0,standard,0.0,phone,sin quejas registradas,0
510,Cliente 510,user510@demo.com,17,101.11,1574.49,1,2,0,13.2,2,5,two_year,credit_card,0,premium,0.0,chat,Demoras al contestar en el call center,0
511,Cliente 511,user511@demo.com,71,22.94,1537.84,1,0,0,4.3,1,15,one_year,credit_card,0,basic,0.0,chat,Cargo por servicio que no solicite,0
512,Cliente 512,user512@demo.com,53,46.41,2326.94,2,0,0,46.2,3,0,month_to_month,cash,0,standard,0.0,chat,Cobro duplicado en factura,0
513,Cliente 513,user513@demo.com,60,92.53,5826.78,0,3,2,1.1,1,15,two_year,credit_card,0,premium,240.94,whatsapp,sin quejas registradas,0
514,Cliente 514,user514@demo.com,58,64.9,3285.73,0,2,0,37.0,5,15,month_to_month,electronic_check,0,standard,0.0,phone,sin quejas registradas,0
515,Cliente 515,user515@demo.com,69,67.39,4744.74,3,0,2,46.2,2,20,month_to_month,electronic_check,1,standard,0.0,chat,Cobro duplicado en factura,0
516,Cliente 516,user516@demo.com,8,57.52,470.62,0,1,0,5.5,1,15,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,1
517,Cliente 517,user517@demo.com,63,62.26,3767.99,1,2,2,13.8,2,5,month_to_month,electronic_check,0,standard,0.0,chat,Internet inestable en horas pico,0
518,Cliente 518,user518@demo.com,5,72.11,331.28,0,2,1,4.9,2,0,month_to_month,bank_transfer,0,standard,0.0,phone,sin quejas registradas,0
519,Cliente 519,user519@demo.com,34,37.19,1206.1,0,1,1,11.6,4,15,month_to_month,electronic_check,0,basic,0.0,chat,sin quejas registradas,0
520,Cliente 520,user520@demo.com,43,74.32,2903.33,0,1,0,40.9,5,20,two_year,electronic_check,0,standard,0.0,email,sin quejas registradas,0
521,Cliente 521,user521@demo.com,26,24.79,650.87,0,1,1,34.0,4,0,one_year,electronic_check,0,basic,0.0,phone,sin quejas registradas,0
522,Cliente 522,user522@demo.com,11,62.22,649.96,0,0,0,30.9,4,0,two_year,bank_transfer,1,standard,0.0,phone,sin quejas registradas,0
523,Cliente 523,user523@demo.com,14,58.93,854.03,0,1,0,13.9,2,5,two_year,credit_card,1,standard,0.0,chat,sin quejas registradas,0
524,Cliente 524,user524@demo.com,59,41.44,2382.71,0,3,0,1.3,5,0,month_to_month,credit_card,0,standard,76.39,email,sin quejas registradas,0
525,Cliente 525,user525@demo.com,23,54.5,1194.41,2,1,0,6.3,5,0,one_year,electronic_check,1,standard,0.0,email,Velocidad menor a la contratada,1
526,Cliente 526,user526@demo.com,23,41.3,942.5,0,0,1,16.2,4,0,one_year,cash,0,standard,0.0,whatsapp,sin quejas registradas,0
527,Cliente 527,user527@demo.com,66,31.42,1971.67,0,0,1,7.7,4,15,month_to_month,bank_transfer,1,basic,0.0,email,sin quejas registradas,0
528,Cliente 528,user528@demo.com,11,47.22,535.47,0,0,2,37.3,2,5,two_year,credit_card,0,standard,0.0,email,sin quejas registradas,0
529,Cliente 529,user529@demo.com,65,30.71,1770.36,0,3,0,57.7,3,10,two_year,bank_transfer,0,basic,80.96,chat,sin quejas registradas,0
530,Cliente 530,user530@demo.com,66,62.1,4281.68,0,2,0,25.2,5,0,month_to_month,cash,0,standard,0.0,phone,sin quejas registradas,0
531,Cliente 531,user531@demo.com,43,29.7,1292.98,1,2,2,5.4,3,10,two_year,electronic_check,0,basic,0.0,phone,Cargo por servicio que no solicite,0
532,Cliente 532,user532@demo.com,12,70.66,866.7,1,1,1,47.3,4,15,month_to_month,electronic_check,1,standard,0.0,phone,Internet inestable en horas pico,1
533,Cliente 533,user533@demo.com,12,29.01,329.52,0,2,0,21.3,5,10,two_year,credit_card,0,basic,0.0,phone,sin quejas registradas,0
534,Cliente 534,user534@demo.com,21,42.54,908.92,0,0,1,19.1,5,15,one_year,credit_card,0,standard,0.0,whatsapp,sin quejas registradas,0
535,Cliente 535,user535@demo.com,41,41.26,1541.7,0,1,0,29.0,2,0,month_to_month,bank_transfer,0,standard,0.0,whatsapp,sin quejas registradas,0
536,Cliente 536,user536@demo.com,11,84.15,927.86,1,4,1,6.6,3,5,two_year,credit_card,1,premium,96.37,chat,Cargo por servicio que no solicite,1
537,Cliente 537,user537@demo.com,33,62.27,1804.4,1,1,3,14.1,2,5,month_to_month,electronic_check,0,standard,0.0,chat,Demoras al contestar en el call center,1
538,Cliente 538,user538@demo.com,9,50.34,412.92,2,1,0,18.1,3,20,month_to_month,credit_card,0,standard,0.0,whatsapp,Demoras al contestar en el call center,1
539,Cliente 539,user539@demo.com,39,65.97,2416.26,1,0,0,23.6,4,10,one_year,credit_card,0,standard,0.0,phone,Demoras al contestar en el call center,0
540,Cliente 540,user540@demo.com,2,15.0,27.43,1,1,1,25.4,2,20,one_year,electronic_check,0,basic,0.0,whatsapp,Cobro duplicado en factura,1
541,Cliente 541,user541@demo.com,51,54.05,2556.43,1,2,1,29.0,2,0,month_to_month,electronic_check,0,standard,0.0,email,Demoras al contestar en el call center,0
542,Cliente 542,user542@demo.com,4,98.95,401.35,0,2,0,11.9,2,5,one_year,electronic_check,0,premium,0.0,whatsapp,sin quejas registradas,0
543,Cliente 543,user543@demo.com,14,57.91,730.75,1,0,2,3.4,4,10,month_to_month,bank_transfer,1,standard,0.0,chat,Velocidad menor a la contratada,1
544,Cliente 544,user544@demo.com,13,56.49,733.68,0,3,1,16.0,5,0,month_to_month,electronic_check,1,standard,117.2,email,sin quejas registradas,1
545,Cliente 545,user545@demo.com,60,67.06,3479.38,0,2,1,17.7,1,10,one_year,electronic_check,0,standard,0.0,email,sin quejas registradas,0
546,Cliente 546,user546@demo.com,4,74.7,299.74,1,4,0,3.2,5,0,month_to_month,bank_transfer,0,standard,91.49,chat,Velocidad menor a la contratada,1
547,Cliente 547,user547@demo.com,31,15.0,468.91,0,2,0,11.3,1,0,month_to_month,electronic_check,1,basic,0.0,chat,sin quejas registradas,1
548,Cliente 548,user548@demo.com,42,17.99,702.95,1,0,0,22.0,3,10,two_year,credit_card,0,basic,0.0,chat,Velocidad menor a la contratada,0
549,Cliente 549,user549@demo.com,37,59.63,2194.17,0,2,1,12.9,1,0,two_year,credit_card,1,standard,0.0,chat,sin quejas registradas,0
550,Cliente 550,user550@demo.com,49,39.27,1987.78,0,2,0,21.4,5,0,one_year,bank_transfer,0,basic,0.0,whatsapp,sin quejas registradas,0
551,Cliente 551,user551@demo.com,58,83.86,4913.21,0,2,0,12.4,4,0,one_year,electronic_check,1,premium,0.0,whatsapp,sin quejas registradas,0
552,Cliente 552,user552@demo.com,28,48.07,1249.17,1,0,0,30.6,2,10,two_year,electronic_check,0,standard,0.0,whatsapp,Internet inestable en horas pico,0
553,Cliente 553,user553@demo.com,59,15.0,837.96,0,0,1,8.3,4,10,two_year,electronic_check,1,basic,0.0,whatsapp,sin quejas registradas,0
554,Cliente 554,user554@demo.com,23,27.1,626.96,1,0,2,19.3,5,10,month_to_month,cash,0,basic,0.0,whatsapp,Demoras al contestar en el call center,1
555,Cliente 555,user555@demo.com,70,15.0,953.94,1,1,1,20.1,2,15,month_to_month,bank_transfer,1,basic,0.0,whatsapp,Cobro duplicado en factura,0
556,Cliente 556,user556@demo.com,36,49.85,1813.94,1,1,0,36.3,4,10,month_to_month,electronic_check,0,standard,0.0,chat,Velocidad menor a la contratada,0
557,Cliente 557,user557@demo.com,53,50.86,2468.11,0,0,0,14.7,2,0,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
558,Cliente 558,user558@demo.com,63,45.66,2908.79,1,2,0,57.1,4,0,month_to_month,electronic_check,0,standard,0.0,whatsapp,Cargo por servicio que no solicite,0
559,Cliente 559,user559@demo.com,57,78.74,3892.87,0,0,0,55.7,3,20,one_year,electronic_check,0,standard,0.0,email,sin quejas registradas,0
560,Cliente 560,user560@demo.com,61,81.37,4263.11,1,5,0,8.8,4,0,one_year,electronic_check,0,premium,196.84,phone,Cargo por servicio que no solicite,0
561,Cliente 561,user561@demo.com,39,51.25,2097.76,0,1,1,18.9,4,0,two_year,bank_transfer,0,standard,0.0,email,sin quejas registradas,0
562,Cliente 562,user562@demo.com,4,15.0,61.43,0,4,1,6.0,4,0,month_to_month,electronic_check,1,basic,19.35,chat,sin quejas registradas,1
563,Cliente 563,user563@demo.com,36,68.58,2534.48,0,0,1,27.4,1,20,month_to_month,bank_transfer,1,standard,0.0,chat,sin quejas registradas,0
564,Cliente 564,user564@demo.com,13,67.22,909.04,1,1,0,12.8,5,15,month_to_month,electronic_check,1,standard,0.0,phone,Cobro duplicado en factura,1
565,Cliente 565,user565@demo.com,64,61.81,3709.25,1,2,0,21.0,1,5,month_to_month,bank_transfer,0,standard,0.0,email,Cobro duplicado en factura,1
566,Cliente 566,user566@demo.com,17,76.59,1181.42,0,0,2,15.7,2,10,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,1
567,Cliente 567,user567@demo.com,17,29.37,437.38,0,1,1,99.8,3,5,two_year,electronic_check,0,basic,0.0,phone,sin quejas registradas,0
568,Cliente 568,user568@demo.com,18,99.19,1696.58,1,2,1,17.2,5,10,month_to_month,bank_transfer,0,premium,0.0,email,Velocidad menor a la contratada,1
569,Cliente 569,user569@demo.com,46,33.89,1393.71,0,2,1,16.0,4,20,one_year,electronic_check,0,basic,0.0,email,sin quejas registradas,0
570,Cliente 570,user570@demo.com,41,71.48,3039.44,1,1,0,37.9,1,10,month_to_month,bank_transfer,1,standard,0.0,phone,Internet inestable en horas pico,0
571,Cliente 571,user571@demo.com,68,17.88,1034.44,0,1,0,41.8,2,0,month_to_month,bank_transfer,0,basic,0.0,email,sin quejas registradas,0
572,Cliente 572,user572@demo.com,30,34.53,910.18,0,0,0,23.4,1,5,two_year,cash,0,basic,0.0,whatsapp,sin quejas registradas,0
573,Cliente 573,user573@demo.com,21,88.36,1668.7,0,0,1,42.6,3,15,two_year,bank_transfer,0,premium,0.0,email,sin quejas registradas,0
574,Cliente 574,user574@demo.com,4,49.26,175.32,0,0,0,89.0,4,0,month_to_month,electronic_check,0,standard,0.0,whatsapp,sin quejas registradas,0
575,Cliente 575,user575@demo.com,1,73.48,65.78,0,0,0,15.0,4,0,two_year,credit_card,0,standard,0.0,whatsapp,sin quejas registradas,0
576,Cliente 576,user576@demo.com,27,60.21,1595.12,1,2,2,6.7,4,0,month_to_month,credit_card,0,standard,0.0,whatsapp,Cobro duplicado en factura,1
577,Cliente 577,user577@demo.com,66,52.69,3183.7,0,2,0,25.9,4,15,two_year,electronic_check,0,standard,0.0,whatsapp,sin quejas registradas,0
578,Cliente 578,user578@demo.com,38,85.0,3142.81,0,0,1,39.8,5,0,month_to_month,credit_card,0,premium,0.0,phone,sin quejas registradas,0
579,Cliente 579,user579@demo.com,64,49.79,3275.95,0,0,0,54.0,5,10,month_to_month,electronic_check,1,standard,0.0,email,sin quejas registradas,0
580,Cliente 580,user580@demo.com,8,15.82,122.83,0,1,1,29.4,2,0,one_year,credit_card,1,basic,0.0,email,sin quejas registradas,1
581,Cliente 581,user581@demo.com,7,37.33,258.41,0,1,0,19.7,2,20,two_year,electronic_check,0,basic,0.0,chat,sin quejas registradas,0
582,Cliente 582,user582@demo.com,60,67.13,3718.06,0,2,0,10.0,1,0,two_year,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
583,Cliente 583,user583@demo.com,8,63.7,449.44,0,2,2,46.3,2,0,month_to_month,cash,0,standard,0.0,chat,sin quejas registradas,0
584,Cliente 584,user584@demo.com,4,20.52,75.03,2,1,2,24.3,3,15,two_year,bank_transfer,1,basic,0.0,phone,Demoras al contestar en el call center,1
585,Cliente 585,user585@demo.com,29,39.06,1181.29,0,2,0,3.5,4,0,month_to_month,electronic_check,0,basic,0.0,chat,sin quejas registradas,0
586,Cliente 586,user586@demo.com,66,42.2,2713.79,3,2,0,70.4,5,0,month_to_month,electronic_check,0,standard,0.0,email,Cobro duplicado en factura,0
587,Cliente 587,user587@demo.com,49,46.96,2083.6,0,1,1,7.1,3,20,month_to_month,bank_transfer,0,standard,0.0,chat,sin quejas registradas,0
588,Cliente 588,user588@demo.com,8,24.73,186.01,0,1,0,40.4,5,0,month_to_month,electronic_check,1,basic,0.0,chat,sin quejas registradas,0
589,Cliente 589,user589@demo.com,60,41.18,2513.06,1,2,0,22.9,3,5,month_to_month,credit_card,0,standard,0.0,email,Cargo por servicio que no solicite,0
590,Cliente 590,user590@demo.com,60,38.97,2300.06,0,3,1,3.8,5,0,one_year,bank_transfer,0,basic,51.18,whatsapp,sin quejas registradas,0
591,Cliente 591,user591@demo.com,57,71.97,3946.94,0,2,0,18.0,5,10,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
592,Cliente 592,user592@demo.com,65,72.8,4859.92,0,1,1,15.1,3,0,one_year,electronic_check,0,standard,0.0,whatsapp,sin quejas registradas,0
593,Cliente 593,user593@demo.com,18,51.79,917.76,0,1,0,4.9,5,20,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,1
594,Cliente 594,user594@demo.com,70,46.38,3176.95,0,2,0,27.4,5,0,one_year,electronic_check,1,standard,0.0,email,sin quejas registradas,0
595,Cliente 595,user595@demo.com,23,58.08,1186.16,0,0,0,36.5,2,10,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,0
596,Cliente 596,user596@demo.com,57,37.04,1839.51,1,2,1,18.9,2,0,month_to_month,electronic_check,1,basic,0.0,chat,Velocidad menor a la contratada,0
597,Cliente 597,user597@demo.com,42,29.77,1304.14,0,1,1,14.7,1,0,one_year,cash,1,basic,0.0,chat,sin quejas registradas,0
598,Cliente 598,user598@demo.com,56,34.32,1863.82,1,2,0,28.9,5,0,two_year,bank_transfer,0,basic,0.0,chat,Velocidad menor a la contratada,0
599,Cliente 599,user599@demo.com,45,41.03,1722.9,0,1,0,0.7,3,20,two_year,electronic_check,1,standard,0.0,phone,sin quejas registradas,0
600,Cliente 600,user600@demo.com,46,29.4,1308.86,0,1,0,13.4,3,20,month_to_month,credit_card,1,basic,0.0,phone,sin quejas registradas,0
601,Cliente 601,user601@demo.com,44,58.57,2222.38,0,1,0,14.3,2,10,two_year,credit_card,0,standard,0.0,chat,sin quejas registradas,0
602,Cliente 602,user602@demo.com,56,71.05,4036.2,0,0,0,19.4,2,0,one_year,credit_card,0,standard,0.0,whatsapp,sin quejas registradas,0
603,Cliente 603,user603@demo.com,53,20.08,950.72,0,1,1,4.6,3,0,two_year,credit_card,1,basic,0.0,phone,sin quejas registradas,0
604,Cliente 604,user604@demo.com,10,55.55,561.56,0,2,1,2.5,3,0,month_to_month,electronic_check,1,standard,0.0,chat,sin quejas registradas,1
605,Cliente 605,user605@demo.com,59,50.16,2831.82,0,2,0,7.8,1,0,month_to_month,electronic_check,1,standard,0.0,email,sin quejas registradas,0
606,Cliente 606,user606@demo.com,39,62.51,2207.06,0,0,1,27.0,4,5,month_to_month,electronic_check,0,standard,0.0,chat,sin quejas registradas,0
607,Cliente 607,user607@demo.com,23,54.72,1077.38,0,1,0,14.1,2,10,two_year,electronic_check,1,standard,0.0,whatsapp,sin quejas registradas,0
608,Cliente 608,user608@demo.com,37,23.02,862.95,0,3,0,7.7,2,0,month_to_month,credit_card,0,basic,53.44,email,sin quejas registradas,0
609,Cliente 609,user609@demo.com,69,27.23,1663.35,1,1,0,63.2,1,0,month_to_month,cash,0,basic,0.0,chat,Cobro duplicado en factura,0
610,Cliente 610,user610@demo.com,61,55.65,2920.62,0,0,1,14.7,1,5,one_year,credit_card,0,standard,0.0,chat,sin quejas registradas,0
611,Cliente 611,user611@demo.com,60,77.63,4663.28,0,0,1,19.5,2,0,two_year,cash,0,standard,0.0,chat,sin quejas registradas,0
612,Cliente 612,user612@demo.com,33,15.0,455.4,2,1,0,45.8,4,0,one_year,credit_card,0,basic,0.0,email,Cobro duplicado en factura,0
613,Cliente 613,user613@demo.com,56,62.61,3253.25,0,1,0,21.7,5,10,one_year,electronic_check,0,standard,0.0,email,sin quejas registradas,0
614,Cliente 614,user614@demo.com,28,81.17,2044.15,0,0,0,28.7,5,20,month_to_month,bank_transfer,0,premium,0.0,whatsapp,sin quejas registradas,0
615,Cliente 615,user615@demo.com,49,51.63,2585.11,0,3,2,9.6,2,5,two_year,electronic_check,0,standard,93.73,chat,sin quejas registradas,0
616,Cliente 616,user616@demo.com,46,67.1,2807.16,1,1,0,20.3,4,20,month_to_month,electronic_check,0,standard,0.0,chat,Cargo por servicio que no solicite,1
617,Cliente 617,user617@demo.com,18,39.53,634.72,1,1,1,57.9,2,0,month_to_month,cash,0,basic,0.0,chat,Cobro duplicado en factura,0
618,Cliente 618,user618@demo.com,19,52.37,907.32,0,2,0,26.1,1,10,month_to_month,credit_card,0,standard,0.0,chat,sin quejas registradas,0
